Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Known to paediatric services,%,21.5,6860.0,1475.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Known to paediatric services,%,23.8,5305.0,1260.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Known to paediatric services,%,23.2,1445.0,335.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Known to paediatric services,%,26.9,130.0,35.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,15,Not known to paediatric services,%,18.6,1910.0,355.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,16,Not known to paediatric services,%,22.9,2555.0,585.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,17,Not known to paediatric services,%,24.4,4115.0,1005.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,18,Not known to paediatric services,%,28.1,5960.0,1675.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,19,Not known to paediatric services,%,28.6,9505.0,2720.0
Appendix: Treatment target,Figure 28,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at HbA1c result and whether known to paediatric services,2017-21,England,20,Not known to paediatric services,%,28.8,11030.0,3175.0
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Median,n,65.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Median,n,69.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Median,n,68.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Median,n,69.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Median,n,71.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Median,n,71.7,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Mean,n,72.5,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Mean,n,73.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Mean,n,73.4,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Mean,n,73.7,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Mean,n,75.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Figure 29,Median and mean HbA1c result (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Mean,n,75.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Number of people,n,25.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Number of people,n,455.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Number of people,n,800.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Number of people,n,2070.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Number of people,n,1155.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Number of people,n,75.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Mean,n,72.5,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Mean,n,73.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Mean,n,73.4,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Mean,n,73.7,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Mean,n,75.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Mean,n,75.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Median,n,65.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Median,n,69.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Median,n,68.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Median,n,69.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Median,n,71.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Median,n,71.7,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Interquartile range - Lower quartile,n,54.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Interquartile range - Lower quartile,n,58.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Interquartile range - Lower quartile,n,58.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Interquartile range - Lower quartile,n,58.2,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Interquartile range - Lower quartile,n,59.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Interquartile range - Lower quartile,n,58.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Interquartile range - Upper quartile,n,85.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Interquartile range - Upper quartile,n,83.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Interquartile range - Upper quartile,n,84.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Interquartile range - Upper quartile,n,84.5,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Interquartile range - Upper quartile,n,87.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Interquartile range - Upper quartile,n,87.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Range,n,78.7,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Range,n,111.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Range,n,134.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Range,n,156.6,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Range,n,136.6,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Range,n,119.0,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,15,Standard deviation,n,21.8,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,16,Standard deviation,n,22.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,17,Standard deviation,n,21.9,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,18,Standard deviation,n,21.3,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,19,Standard deviation,n,21.8,,
Appendix: HbA1c at transfer from paediatric to adult services,Table 12,HbA1c results (mmol/mol) by age at completed transfer from paediatric services to adult services,2017-21,England,20,Standard deviation,n,22.7,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Number of people,n,3115.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Number of people,n,3085.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Number of people,n,2935.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Number of people,n,2575.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Number of people,n,2160.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Number of people,n,1945.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Number of people,n,1835.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Number of people,n,1740.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Number of people,n,1660.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Number of people,n,1645.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Number of people,n,1705.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Mean,n,65.3,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Mean,n,66.8,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Mean,n,68.9,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Mean,n,70.5,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Mean,n,72.2,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Mean,n,70.9,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Mean,n,70.7,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Mean,n,69.6,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Mean,n,68.1,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Mean,n,67.7,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Mean,n,66.2,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Median,n,62.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Median,n,63.9,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Median,n,65.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Median,n,67.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Median,n,69.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Median,n,67.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Median,n,67.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Median,n,67.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Median,n,65.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Median,n,65.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Median,n,63.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Interquartile range - Lower quartile,n,55.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Interquartile range - Lower quartile,n,55.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Interquartile range - Lower quartile,n,56.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Interquartile range - Lower quartile,n,57.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Interquartile range - Lower quartile,n,58.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Interquartile range - Lower quartile,n,58.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Interquartile range - Lower quartile,n,58.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Interquartile range - Lower quartile,n,58.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Interquartile range - Lower quartile,n,56.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Interquartile range - Lower quartile,n,56.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Interquartile range - Lower quartile,n,55.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Interquartile range - Upper quartile,n,72.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Interquartile range - Upper quartile,n,74.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Interquartile range - Upper quartile,n,77.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Interquartile range - Upper quartile,n,80.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Interquartile range - Upper quartile,n,81.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Interquartile range - Upper quartile,n,80.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Interquartile range - Upper quartile,n,80.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Interquartile range - Upper quartile,n,78.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Interquartile range - Upper quartile,n,77.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Interquartile range - Upper quartile,n,77.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Interquartile range - Upper quartile,n,74.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Range,n,115.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Range,n,121.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Range,n,140.8,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Range,n,131.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Range,n,138.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Range,n,138.4,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Range,n,138.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Range,n,115.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Range,n,141.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Range,n,132.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Range,n,136.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,Standard deviation,n,16.2,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,Standard deviation,n,17.2,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,Standard deviation,n,18.7,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,Standard deviation,n,19.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,Standard deviation,n,19.6,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,Standard deviation,n,18.6,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,Standard deviation,n,18.5,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,Standard deviation,n,17.0,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,Standard deviation,n,17.2,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,Standard deviation,n,17.1,,
Appendix: Insulin pump,Table 13,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,Standard deviation,n,17.2,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,15,Number of people,n,5875.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,16,Number of people,n,6700.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,17,Number of people,n,7470.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,18,Number of people,n,8065.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,19,Number of people,n,8460.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,20,Number of people,n,9120.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,21,Number of people,n,9655.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,22,Number of people,n,10315.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,23,Number of people,n,10705.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,24,Number of people,n,11000.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,25,Number of people,n,11435.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,15,Mean,n,73.2,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,16,Mean,n,75.2,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,17,Mean,n,77.0,,
Appendix: Insulin pump,Table 14,HbA1c results (mmol/mol) of adolescents and young adults with type 1 diabetes not on an insulin pump by age at audit year start,2017-21,England,18,Mean,n,78.0,,
