Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,15,,%,40.0,25.0,10.0
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,16,,%,26.4,455.0,120.0
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,17,,%,26.9,800.0,215.0
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,18,,%,25.1,2070.0,520.0
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,19,,%,23.8,1155.0,275.0
Transfer from paediatric to adult services,Figure 9,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,20,,%,26.7,75.0,20.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,15,,%,20.0,25.0,5.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,16,,%,20.9,455.0,95.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,17,,%,21.9,800.0,175.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,18,,%,23.4,2070.0,485.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,19,,%,26.0,1155.0,300.0
Transfer from paediatric to adult services,Figure 10,Percentage of adolescents and young adults with type 1 diabetes and HbA1c > 86 mmol/mol by age at transfer from paediatric services to adult services,2017-21,England,20,,%,26.7,75.0,20.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,15,,%,5.2,10960.0,575.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,16,,%,6.4,11490.0,735.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,17,,%,8.2,12140.0,995.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,18,,%,9.1,12955.0,1180.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,19,,%,8.9,13640.0,1220.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,20,,%,8.5,14205.0,1205.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,21,,%,8.0,14675.0,1180.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,22,,%,7.5,15205.0,1140.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,23,,%,6.9,15505.0,1065.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,24,,%,6.5,15895.0,1040.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 11,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start,2017-21,England,25,,%,6.1,16320.0,995.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,15,1 DKA admission,%,3.9,10960.0,430.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,15,2 or more DKA admissions,%,1.3,10960.0,145.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,16,1 DKA admission,%,4.4,11490.0,510.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,16,2 or more DKA admissions,%,1.9,11490.0,220.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,17,1 DKA admission,%,5.5,12140.0,670.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,17,2 or more DKA admissions,%,2.7,12140.0,325.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,18,1 DKA admission,%,6.1,12955.0,785.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,18,2 or more DKA admissions,%,3.0,12955.0,395.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,19,1 DKA admission,%,6.0,13640.0,820.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,19,2 or more DKA admissions,%,3.0,13640.0,405.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,20,1 DKA admission,%,5.8,14205.0,825.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,20,2 or more DKA admissions,%,2.7,14205.0,380.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,21,1 DKA admission,%,5.4,14675.0,790.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,21,2 or more DKA admissions,%,2.7,14675.0,390.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,22,1 DKA admission,%,5.2,15205.0,790.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,22,2 or more DKA admissions,%,2.3,15205.0,350.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,23,1 DKA admission,%,4.8,15505.0,750.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,23,2 or more DKA admissions,%,2.0,15505.0,315.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,24,1 DKA admission,%,4.5,15895.0,710.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,24,2 or more DKA admissions,%,2.1,15895.0,330.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,25,1 DKA admission,%,4.2,16320.0,690.0
Diabetic ketoacidosis (DKA) Hospital Inpatient Admissions,Figure 12,Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start and number of admissions,2017-21,England,25,2 or more DKA admissions,%,1.9,16320.0,305.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,15,,%,33.3,10960.0,3650.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,16,,%,30.5,11490.0,3510.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,17,,%,27.1,12140.0,3295.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,18,,%,22.9,12955.0,2965.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,19,,%,19.3,13640.0,2630.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,20,,%,16.9,14205.0,2405.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,21,,%,15.1,14675.0,2210.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,22,,%,13.7,15205.0,2085.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,23,,%,12.7,15505.0,1965.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,24,,%,12.2,15895.0,1935.0
Insulin pump,Figure 13,Percentage of adolescents and young adults with type 1 diabetes on an insulin pump by age at audit year start,2017-21,England,25,,%,12.1,16320.0,1970.0
Insulin pump,Table 6,Number and percentage of adolescents and young adults with type 1 diabetes on an insulin pump in NPDA and then on an insulin pump later in NDA,2017-21,England,15-25,Total on insulin pump in NPDA,%,100.0,4415.0,4415.0
Insulin pump,Table 6,Number and percentage of adolescents and young adults with type 1 diabetes on an insulin pump in NPDA and then on an insulin pump later in NDA,2017-21,England,15-25,On insulin pump in NDA,%,81.9,4415.0,3615.0
Insulin pump,Table 6,Number and percentage of adolescents and young adults with type 1 diabetes on an insulin pump in NPDA and then on an insulin pump later in NDA,2017-21,England,15-25,Not on insulin pump in NDA,%,18.1,4415.0,800.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,15,On insulin pump,%,37.7,3115.0,1175.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,15,Not on insulin pump,%,28.3,5875.0,1665.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,16,On insulin pump,%,34.7,3085.0,1070.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,16,Not on insulin pump,%,26.4,6700.0,1770.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,17,On insulin pump,%,31.0,2935.0,910.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,17,Not on insulin pump,%,24.5,7470.0,1830.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,18,On insulin pump,%,28.3,2575.0,730.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,18,Not on insulin pump,%,22.7,8065.0,1830.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,19,On insulin pump,%,25.2,2160.0,545.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,19,Not on insulin pump,%,21.3,8460.0,1800.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,20,On insulin pump,%,26.2,1945.0,510.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,20,Not on insulin pump,%,20.9,9120.0,1910.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,21,On insulin pump,%,26.4,1835.0,485.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,21,Not on insulin pump,%,22.6,9655.0,2185.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,22,On insulin pump,%,26.7,1740.0,465.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,22,Not on insulin pump,%,23.6,10315.0,2435.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,23,On insulin pump,%,31.9,1660.0,530.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,23,Not on insulin pump,%,24.1,10705.0,2580.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,24,On insulin pump,%,31.9,1645.0,525.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,24,Not on insulin pump,%,25.0,11000.0,2755.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,25,On insulin pump,%,35.8,1705.0,610.0
Insulin pump,Figure 14,Percentage of adolescents and young adults with type 1 diabetes achieving HbA1c <= 58 mmol/mol by age at audit year start and insulin pump usage,2017-21,England,25,Not on insulin pump,%,26.0,11435.0,2970.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,15,On insulin pump,%,9.3,3115.0,290.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,15,Not on insulin pump,%,23.4,5875.0,1375.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,16,On insulin pump,%,11.2,3085.0,345.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,16,Not on insulin pump,%,26.7,6700.0,1790.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,17,On insulin pump,%,13.8,2935.0,405.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,17,Not on insulin pump,%,29.5,7470.0,2205.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,18,On insulin pump,%,17.7,2575.0,455.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,18,Not on insulin pump,%,31.1,8065.0,2510.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,19,On insulin pump,%,19.4,2160.0,420.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,19,Not on insulin pump,%,31.6,8460.0,2670.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,20,On insulin pump,%,17.5,1945.0,340.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,20,Not on insulin pump,%,31.0,9120.0,2825.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,21,On insulin pump,%,16.9,1835.0,310.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,21,Not on insulin pump,%,29.4,9655.0,2840.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,22,On insulin pump,%,14.7,1740.0,255.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,22,Not on insulin pump,%,27.3,10315.0,2820.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,23,On insulin pump,%,13.6,1660.0,225.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,23,Not on insulin pump,%,26.9,10705.0,2880.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,24,On insulin pump,%,12.8,1645.0,210.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,24,Not on insulin pump,%,25.6,11000.0,2820.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,25,On insulin pump,%,11.4,1705.0,195.0
Insulin pump,Figure 15,Percentage of adolescents and young adults with type 1 diabetes with HbA1c > 86 mmol/mol by age at audit year and insulin pump usage,2017-21,England,25,Not on insulin pump,%,24.6,11435.0,2815.0
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,15,On insulin pump,n,62.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,16,On insulin pump,n,63.9,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,17,On insulin pump,n,65.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,18,On insulin pump,n,67.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,19,On insulin pump,n,69.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,20,On insulin pump,n,67.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,21,On insulin pump,n,67.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,22,On insulin pump,n,67.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,23,On insulin pump,n,65.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,24,On insulin pump,n,65.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,25,On insulin pump,n,63.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,15,Not on insulin pump,n,68.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,16,Not on insulin pump,n,70.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,17,Not on insulin pump,n,71.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,18,Not on insulin pump,n,73.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,19,Not on insulin pump,n,74.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,20,Not on insulin pump,n,74.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,21,Not on insulin pump,n,73.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,22,Not on insulin pump,n,72.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,23,Not on insulin pump,n,71.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,24,Not on insulin pump,n,71.0,,
Insulin pump,Figure 16,Median HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,25,Not on insulin pump,n,70.0,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,15,On insulin pump,n,65.3,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,16,On insulin pump,n,66.8,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,17,On insulin pump,n,68.9,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,18,On insulin pump,n,70.5,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,19,On insulin pump,n,72.2,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,20,On insulin pump,n,70.9,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,21,On insulin pump,n,70.7,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,22,On insulin pump,n,69.6,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,23,On insulin pump,n,68.1,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,24,On insulin pump,n,67.7,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,25,On insulin pump,n,66.2,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,15,Not on insulin pump,n,73.2,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,16,Not on insulin pump,n,75.2,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,17,Not on insulin pump,n,77.0,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,18,Not on insulin pump,n,78.0,,
